mmsi,lat,lon,tradetype,callsign,hdg,trail,laststa,lastdyn,imo,satelliteutc,type,left,length,matchtype,draught,dest,width,name,cog,rot,navistatus,cnname,source,sog,eta,shipid
2074500,38330908,117854175,99,,35500,0,0,1611547375,,0,0,0,0,0,0,,0,,36000,0,0,,0,0,,E837D53CCCD61A9F
4131446,37558888,121388149,99,,27600,0,0,1629108236,,0,0,0,0,0,0,,0,,27620,0,0,,0,2624,,850AEE3162FAD8FF
4131454,38375782,117898572,99,,25700,0,0,1611654212,,0,0,0,0,0,0,,0,,9220,-5,1,,0,0,,99AE047B794EBD22
41880190,38317125,117839899,99,,25800,0,0,1611135332,,0,0,0,0,0,0,,0,,11760,-5,1,,0,0,,BA660E442B5E46A3
100000874,20811257,109436307,99,99,51100,10,1636913762,1636913756,0,0,0,630,5120,1,6000,"BAYUQUAN,CN",630,YUELEIYU11499576,9600,0,0,粤雷渔11499576,0,3910,09-26 01:00,0DC059E5FC33EF7E
100555466,40286957,122117928,99,,35800,200,1613625436,1614044217,0,0,0,50,750,0,0,,110,HKM98,0,0,15,,0,0,,4E318C47A51DF85F
136417666,38949213,117689706,99,,51100,0,0,1643524927,,0,0,0,0,0,0,,0,,5270,0,0,,0,154,,60ACB6CDD99C938A
149709267,40295665,122136532,99,,14200,0,0,1616014897,,0,0,0,0,0,0,,0,,15860,0,5,,0,0,,0AFD80B13F6B758F
150201655,38902299,118417382,1,668,51100,80,1643601739,1643624409,0,0,30,560,730,1,3800,"HUANGHUA,CN",560,HAI FA 668,14390,686,0,海发668,0,51,05-30 17:30,D052740784E9EE4A
162280694,38936460,117701006,99,,33200,0,0,1610451901,,0,0,0,0,0,0,,0,,20140,0,5,,0,0,,C6D54CDDDB0959BA
200583782,38463109,117659331,1,922,0,90,1642432733,1642436544,0,0,90,20,190,0,5600,BZ,40,SHUICE6,0,0,0,,0,0,03-04 01:20,9A46306BA04B9603
206611460,38936912,117696484,99,,29400,0,0,1638377734,,0,0,0,0,0,0,,0,,32660,0,5,,0,0,,018F877A54D5962C
353730000,38938399,117695238,2,3FRP,20300,230,1643370997,1643624755,9565405,0,70,200,1590,0,5800,"TIANJIN,CN",240,SKY HEIGHT,20400,0,5,,0,0,01-19 16:30,E907A4F49B508535
477661400,17466986,113665372,2,VRGF4,21000,310,1643200114,1643585704,9473420,1643619870,70,120,1800,0,9700,LAEM CHAB,280,RIVERTEC,21300,0,0,,0,5762,02-04 09:00,67D58D2FF1F5F35E
210188000,-23332989,52671138,2,5BSN5,24200,250,1643490882,1643611153,9542491,1643623856,70,190,2250,0,14200,"ROTTERDAM,NL",320,PARASKEVI 2,24100,0,0,,0,6070,03-01 12:00,ED14CEDEA70225F9
240111000,23693833,122458783,2,SYHN,19200,500,1639111596,1639378211,9264788,1643551869,70,270,2890,0,8900,"TLUK RBIAH, MALAYSIA",450,CIC ELLI S,19300,0,0,,0,5093,12-20 12:00,090B7D486E0F5B58
247285096,40740125,-18093545,99,,51100,0,0,1474798098,,1568310634,0,0,0,0,0,,0,,28610,0,5,,0,463,,1D0F741AE9F54B1A
441950000,40272011,122118430,2,D8BB,8800,130,1643618299,1643624787,9623374,0,70,90,800,0,5800,CN BAYUQUAN         ,140,ELPIS,27670,0,5,,0,0,01-28 12:00,F1D785F3A642217D
413236980,30327709,121749228,99,BOHI4,30700,380,1643581263,1643624282,0,0,70,110,1430,1,8300,"NINGBO,CN",220,HAI LI 7,30800,0,0,海力7,0,0,01-31 09:00,6654EC7936E7C822
256820000,21307772,116425400,2,9HA4016,20800,300,1643476399,1642538009,9695640,1643624022,70,150,1800,0,9900,"DURBAN,ZA",300,ARCADIA,21000,0,0,,0,6739,02-08 04:00,C260F9D50658DFFA
229382000,41743205,144279896,2,9HA5481,7100,400,1643603803,1643619603,9479204,1643622295,79,180,2920,0,8700,"PRINCE RUPERT,CA",450,THALASSINI AGATHA,7670,0,0,,0,6688,02-11 05:00,BB8DBE96A07523FC
412379250,37992888,121110611,1,BIAT4,10000,280,1643586125,1643625034,0,0,70,100,1730,1,10400,"ZHANGZHOU,CN",240,HUAI RUN1,10060,0,0,淮润1,0,5865,02-04 21:00,61C51635BA522E61
477641700,1297404,104064471,1,VRGB8,25800,300,1642843210,1643625051,9482471,0,70,220,1900,0,8600,"MUMBAI,IN",320,BEIJING VENTURE,25600,0,0,,0,5762,02-10 02:30,82BC1E17EBF45AE7
373213000,39131398,118595491,2,3FBY9,29600,240,1643567931,1643624416,9638953,0,70,90,1340,0,7600,"CAOFEIDIAN,CN",180,CHANG MING,36000,0,5,,0,52628,01-28 16:00,6A1B1D4D542C83E4
312608554,38988820,118530335,99,,15500,0,0,1639214340,,0,0,0,0,0,0,,0,,1270,0,0,,0,103,,22505E5806788AEE
413236160,39003901,117749096,2,BOHD5,2400,630,1643500802,1643624888,9702780,0,90,80,840,1,5200,"TIANJIN,CN",180,GUO HAI MIN SHENG,25300,0,5,国海民盛,0,0,12-23 05:00,A9ACE64F0B90DF43
345483526,31894825,120100615,99,,51100,0,0,1630506681,,0,0,0,0,0,0,,0,,29970,0,0,,0,3087,,BBB1D019B6625835
413406950,38937266,117701159,1,FH,51100,250,1643501779,1643624657,0,0,80,30,550,1,3400,"TIANJIN,CN",90,DONG KAI YOU 6,36000,0,5,东凯油6,0,0,01-30 15:30,00F684A8A0CAC9B5
372795000,27455997,130377864,2,3EWX6,11800,400,1643078944,1643340343,9268801,1643621774,70,250,2890,0,8900,"GLADSTONE,AU",450,NS HAIRUN,11600,0,0,,0,6379,02-09 15:00,106C375C6EB56568
412100340,38948246,118530055,99,00340,3000,50,1642616431,1642945101,0,0,30,20,150,0,0,,50,TANGCAOYU00340,3030,0,0,,0,3807,,73533F3C670D22AE
412760560,30275018,121684718,1,BKWS4,30600,230,1643522656,1643624613,0,0,70,90,1380,1,7700,"ZHENHAI,CN",210,TIAN RUN ZHI 8,32000,0,1,天润之8,0,0,01-31 00:00,6FF2384B7505A972
413705340,26258954,119839002,1,BLFS2,6000,170,1642979046,1643624256,0,0,70,130,1160,1,6400,"FUZHOU,CN",160,CHANG FU SHUN,12590,0,1,长福顺,0,51,01-28 15:15,675D1CF723FDBA36
413508256,40224383,122056471,99,,17800,220,1563785129,1642203755,0,0,70,70,720,0,0,,140,098,0,0,5,,0,0,,1466067C3957DF09
353708000,19698177,119679811,2,H3TK,1400,200,1643147525,1643624571,9241255,0,70,120,1870,1,8600,"NINGDE,CN",310,TIAN LI,800,0,0,天力,0,2932,02-02 03:00,D6D2D066AEFB649A
353709952,40221194,122060189,99,,8500,0,0,1611205476,,0,0,0,0,0,0,,0,,530,0,0,,0,51,,93A1DB09E3853E18
229859000,41652366,144044458,2,9HA3669,8600,260,1643386980,1643393222,9288461,1643623815,70,210,2250,0,6800,"BALBOA,PA",320,GORGOYPIKOOS,9240,0,0,,0,6122,02-22 20:00,08DDA1654C382845
413451140,37774955,122410127,1,BKLJ,12700,280,1643624710,1643625029,0,0,70,80,1990,1,11000,"CHANGJIANGKOU,CN",320,ZHE HAI 101,12660,0,0,浙海101,0,5402,02-02 08:00,7DABD536E52237A3
355674000,27739446,121476478,2,H9YK,4600,130,1643603783,1643623733,9179464,0,100,120,1370,1,8800,"INCHEON,KR",220,RUN SHENG,4400,0,0,润晟,0,6019,02-02 20:00,D26A50A74091B267
477293400,17599110,117961851,2,VRMZ2,21900,310,1642879401,1643357923,9611711,1643624588,70,230,2290,1,11900,"SINGAPORE,SG",320,JIN XIA FENG,21700,0,0,锦霞峰,0,6328,02-02 00:00,D698D1F8660436A8
356087000,30973254,132206287,2,3FJX3,9200,260,1643445178,1641403436,9502829,1643622064,70,200,1800,0,8900,BOBAL\PANAMA        ,280,PRETTY JACK,8730,0,0,,0,7151,02-03 17:00,0558115C246A0297
413257220,40229429,122050694,99,BKUR4,18000,260,1643615048,1643624996,0,0,70,110,1580,1,5500,"BAYUQUAN,CN",230,DE QIN 68,31950,-7,0,德勤68,0,154,01-31 18:00,F2A97153BB2D7E89
413224338,38378440,117900843,99,,23100,0,0,1643031647,,0,0,0,0,0,0,,0,,20840,0,0,,0,0,,40F991E2AD9E4D96
357847029,29720726,122554926,99,,11000,0,0,1582201919,,0,0,0,0,0,0,,0,,10820,0,5,,0,5092,,9DC93EAC22030B08
358738068,38955780,117713676,99,,2700,0,0,1613884280,,0,0,0,0,0,0,,0,,19720,0,5,,0,0,,072FBF49B5613308
370085000,32839807,123245665,2,3FRQ8,33800,330,1643434626,1643623258,9036806,0,70,230,2250,1,14200,"RIZHAO,CN",320,SHUN FENG 9,33700,0,0,顺风9,0,5247,02-01 08:00,AE42EB751B871D32
413700980,31480056,122867989,1,BVIR8,17600,230,1643504610,1643624630,0,0,79,100,1400,1,8000,WAI LI              ,200,HONG TAI 86,17900,0,0,弘泰86,0,5299,02-04 06:00,94C6ACBD07180BD5
477379000,42037468,144335584,2,VRUZ9,6200,240,1643333369,1643359167,9121297,1643622455,70,220,1990,0,11300,"VANCOUVER (USA),US",300,SAGA HORIZON,6560,0,0,,0,6070,02-09 12:00,7B5AAAD4DB145661
413283470,37460564,122769187,2,0,17900,200,1643564007,1643625039,1400704,0,70,140,1400,0,8700,"CHANGJIANGKOU,CN",220,YIBINGHANGHAI,18150,0,0,,0,3755,02-02 11:30,A4219BE9B9D4A4CD
413333210,38391738,117857952,99,0000,51100,120,1643617755,1643625007,0,0,90,10,240,1,2200,"HUANGHUA,CN",80,JIN HANG TING 30,36000,0,8,津航艇30,0,154,01-11 20:00,55E1FD1782094D04
373144000,-2720275,122224835,2,3EYZ2,7300,260,1641477025,1642142526,9167863,1643476941,70,170,1710,0,10600,"BAHODOPI,ID",270,RI YUN,16780,0,0,,0,103,01-13 12:00,22F5D5DC2B2E041B
413701790,39265085,119044320,1,BVKP8,8300,270,1643549255,1643623956,0,0,70,80,1340,1,4900,"JING TANG,CN",190,HONG TAI 96,0,0,5,鸿泰96,0,0,01-30 14:00,8D36B0940892FCDB
373791000,31958684,120548319,2,3FIC5,27400,210,1633997707,1634084978,9641015,0,70,70,1550,0,9200,"ZHANGJIAGANG,CN",230,GLORY TAIZHOU,14120,0,5,,0,0,10-08 10:00,F8653FFECDFE56D5
374293957,39015207,117733257,99,,29600,0,0,1609133885,,0,0,0,0,0,0,,0,,32490,0,5,,0,0,,9EA82C8969C4351D
413703710,39153667,119088819,1,BQVD,28100,200,1642940810,1643624730,9108996,0,100,100,1280,1,4800,"TIANJIN,CN",180,XIN CHUN SHUN,34040,0,1,新春顺,0,0,01-23 22:00,38C7FE3262FEA69D
354127000,30939611,132420311,2,3FCY5,9100,280,1643261147,1643465117,9478872,1643622331,70,200,1900,0,10300,"MANZANILLO (MEXICO),MX",330,GRAMPUS BRAVE,9100,0,0,,0,6739,02-23 02:30,3CB9A4F199D95976
477327600,1275491,103987608,2,VRSU3,25400,320,1642955264,1643625052,9716028,0,70,120,2290,0,8600,"PORT TAOFIK,EG",320,CL SINGAPORE,25390,0,0,,0,6585,02-17 08:00,60079098C87EC595
411049380,38385637,117909654,99,,22400,0,0,1621351697,,0,0,0,0,0,0,,0,,19310,0,0,,0,0,,D459B3A79E08D97D
411130340,38921848,118027897,99,,20500,0,0,1621744060,,0,0,0,0,0,0,,0,,20540,0,0,,0,5042,,A3B1589487E79E08
411737736,24511796,118058406,99,,4100,0,0,1624963856,,0,0,0,0,0,0,,0,,13440,0,5,,0,0,,44BA7E758C42F7A9
411788316,38916701,118424681,99,,32700,0,0,1616984326,,0,0,0,0,0,0,,0,,60,-305,5,,0,0,,AE3E7D7D8B3A68D4
411903172,38785426,121042883,99,,51100,0,0,1576546637,,0,0,0,0,0,0,,0,,2910,0,1,,0,309,,798D4AD24316C479
412001476,26850565,120886668,99,,51100,90,1641207052,1641206986,0,0,0,30,300,0,0,,60,GUKUOTYNNC,24150,0,0,,0,5247,,A08FED2E1A468BA9
412001490,40311976,122114864,1,5876,51100,1000,1643599413,1643624283,0,0,52,400,2200,1,12300,TEST HARBOR,700,BEI FANG 2 HAO,17000,0,5,北方2,0,0,12-12 12:12,784FA8A967B7A224
412001510,40262990,122079143,1,BTIN,51100,60,1643620271,1643624945,0,0,30,50,360,1,4000,"BAYUQUAN,CN",100,YING GANG 19,60,0,5,营港19,0,0,03-29 08:00,29B1A4EFEB61FF92
412001520,40319428,122119521,1,BTIU,51100,280,1643617131,1643624792,0,0,52,60,380,0,4800,"BAYUQUAN,CN",100,BEI FANG SAN HAO,9780,0,0,,0,0,07-09 22:00,4407275623D57E88
412001530,40243807,122045911,1,BTAS,51100,210,1643624871,1643624537,0,0,52,60,380,1,4800,"BAYUQUAN,CN",110,BEI FANG SI HAO,34760,0,0,北方4,0,0,02-18 10:00,E7064053E2A72AB6
412001580,40304430,122120527,1,BSAM,51100,190,1643573374,1643624554,0,0,52,50,350,1,4200,"BAYUQUAN,CN",100,YINGGANG 27,17000,0,5,营港27,0,0,09-24 16:00,44D96729B7162573
412001590,40303571,122119456,1,BSAO,51100,150,1643619547,1643625004,0,0,52,30,350,1,4200,BYQ CN              ,100,YING GANG 28,5530,0,5,营港28,0,0,06-26 16:07,8F6452373FBB2AFA
412010050,38359942,117931898,99,BTCD,4600,330,1643624227,1643624985,0,0,55,10,480,1,2500,"HUANGHUA,CN",80,HAI XUN 0471,21360,-1,5,海巡0471,0,0,12-28 15:35,6879C91D8D7D4FE3
412013021,39220312,119026069,1,CFDGY,51100,190,1622466733,1622462749,2375744,0,90,10,310,0,6900,,60,JDGSBJ,15390,0,0,,0,51,01-16 04:48,234F8A1BC70CE088
412015190,39008148,117832431,1,BQCI,12800,330,1627728015,1643624912,0,0,55,70,640,1,7100,%JDB+/7L\%QB[RBR<M++,100,HAI XUN 0204,19700,0,5,海巡0204,0,0,06-26 21:58,B59A1CE7356FAF94
412016736,22095423,114157586,99,,9700,0,0,1543659416,,0,0,0,0,0,0,,0,,9610,-128,15,,0,15792,,47B2D2E4FA924AF8
412017630,39011661,117762794,1,MAGTA1,29100,130,1641126658,1643012998,0,0,33,30,250,0,300,NEW YORK,80,HAI AN XIAN 1 HAO,29100,0,0,,0,309,01-01 01:01,98511B4E268A5AAE
412018030,38950749,117764379,99,0,19400,250,1643624619,1643625051,0,0,52,80,400,1,4000,"TIANJIN,CN",110,JINGANGLUN 24,9130,1200,0,津港轮24,0,257,02-01 07:00,B8E46869ACB890C2
412018070,39019715,117758286,1,LAB,1700,270,1643530521,1643624891,0,0,52,70,370,1,3700,"TIANJIN,CN",100,JINGANGLUN 14 HAO,5600,0,0,津港轮14,0,0,01-31 00:00,1CA4E578AA9CE2AF
412018080,37292536,119239431,1,BQED,4500,240,1643621943,1643624833,0,0,52,20,360,1,4000,"WEIFANG,CN",100,JINGANGLUN 6 HAO,25870,0,5,津港轮6,0,0,11-03 06:00,A7457DA2A0E46853
412018120,38930717,117744553,99,BTLF,21200,320,1643613277,1643624957,0,0,52,70,400,1,3800,"TIANJIN,CN",100,JINGANGLUN 1 HAO,3900,0,5,津港轮1,0,0,01-31 08:10,FCA3BFB13C19045D
412018140,39015669,117752769,1,CGQH,30300,250,1643529927,1643624626,0,0,52,30,330,1,3500,"TIANJIN,CN",100,JINGANGLUN 3 HAO,7200,0,0,津港轮3,0,0,01-30 09:00,756BB95B537C852D
412018160,38944298,117758409,1,BJLR,20200,210,1643597772,1643624976,0,0,52,60,310,1,3200,"TIANJIN,CN",90,JINGANGLUN 7 HAO,7060,0,5,津港轮7,0,51,01-31 09:15,27BCBF7AD37FB071
412018180,39002327,117816646,1,BTLS,22000,220,1643593546,1643624792,0,0,52,60,310,1,3200,"TIANJIN,CN",90,JINGANGLUN 9 HAO,6550,0,5,津港轮9,0,0,01-31 09:00,EDAD9CCC22D173D9
412018240,39018407,117756452,1,NQL7,32300,240,1643149037,1643624789,0,0,52,30,310,1,3300,"TIANJIN,CN",90,JINGANGLUN 17 HAO,9870,0,5,津港轮17,0,0,01-25 08:30,AD1EDE4EF1060EA0
412018250,38947838,117685896,99,23HAO,31000,180,1643619013,1643624505,0,0,52,30,310,1,3300,"TIANJIN,CN",90,JINGANGLUN 23 HAO,7800,0,5,津港轮23,0,0,02-01 08:00,ECAA7C1675B581BE
412018277,38894041,118177564,99,,10300,0,0,1562199022,,0,0,0,0,0,0,,0,,11790,525,5,,0,5762,,2D16F39F437413C8
412018340,38945891,117724639,1,BTLH,51100,160,1643489364,1643624278,0,0,80,60,650,1,3200,"TIANJIN,CN",100,JINYOU1,23180,0,5,津油1,0,0,11-27 11:00,94EF176E02A1C38D
412018350,39032504,117772109,1,VSJJ0,28600,190,1643600581,1643624878,0,0,52,70,380,1,4000,"TIANJIN,CN",100,JINGANGLUN 12 HAO,33270,0,5,津港轮12,0,0,01-31 08:30,AFC49DCE4BA4F933
412018360,39002385,117816890,1,BVWI7,22800,240,1643608234,1643624819,0,0,52,30,380,1,4800,"TIANJIN,CN",100,JINGANGLUN 18 HAO,21620,0,5,津港轮18,0,0,02-01 08:30,AF499A054ECA9E38
412018370,38938551,117730281,1,BTLI,51100,130,1642736501,1643624776,0,0,80,80,650,1,2500,"TIANJIN,CN",100,JIN YOU 2,26200,0,5,津油2,0,0,01-21 11:41,9FA76D6431190E44
412018380,39032836,117772349,1,BFBN8,33400,240,1643608052,1643624966,0,0,52,30,380,1,3900,"TIANJIN,CN",100,JINGANGLUN 15 HAO,33900,0,5,津港轮15,0,0,01-31 08:00,03061CABA9705EB8
412018405,38943966,117722766,99,,51100,0,0,1581192543,,0,0,0,0,0,0,,0,,25320,0,5,,0,0,,DDCB7EA718D96FD8
412020540,38985906,118424389,1,BTHG,51100,200,1638342799,1643624374,0,0,52,20,300,0,7900,"TIANJIN,CN",80,TAI HANG TUO 1,36000,0,5,,0,0,11-15 08:30,84457C0081CFBF48
412025648,38407976,117947303,99,TFCZ,51100,40,1626682641,1627698905,0,0,0,40,80,0,0,,80,XINRUIZHUA 6 MAOFU 3,900,0,15,,0,206,,011E4A2AFC4B5849
477131300,39086115,117804627,2,VRRD5,29300,290,1643500329,1643624560,9748370,0,70,120,1990,0,7900,"TIANJIN,CN",330,SHARP ISLAND,19200,0,5,,0,0,01-18 08:00,2BD06FAB32272BEC
413554060,39049616,118490524,99,FH,51100,100,1642682571,1642944328,0,0,70,40,600,0,3000,"DONGJIAKOU,CN",140,TONG GANG BO 55,36000,0,1,,0,309,02-15 20:35,3AAA60EB53001506
412124009,24597806,118193306,99,,51100,0,0,1585540082,,0,0,0,0,0,0,,0,,13010,0,0,,0,51,,CB2C048E59405D61
412153162,39201425,119004138,99,,16900,30,1634112552,1642213293,0,0,56,20,160,0,0,,40,JIANGCHUN8,17050,0,0,,0,1338,,2DCB358AFB09078A
412272380,40293750,122093540,1,BHQB,5600,340,1643614887,1643624962,0,0,70,80,1340,1,6500,"BAYUQUAN,CN",220,MEI JI LUN,18420,0,5,美济轮,0,0,01-30 12:50,F1C7F5DD81B0960D
412207690,30294701,122222882,1,BAOI,28100,170,1643438231,1643624351,0,0,70,80,970,1,3700,DAISHAN             ,160,XIN SHENG GANG,0,0,5,新盛港,0,0,01-17 15:00,5390906502B6BB20
412207820,40250370,122058477,1,BTBY2,51100,120,1643603350,1643624781,0,0,52,50,380,1,4800,"BAYUQUAN,CN",100,BEI FANG WU HAO,28500,0,5,北方5号,0,0,10-30 18:00,192538C201BBE467
412207830,40327700,122135867,99,BTBZ2,51100,200,1643623532,1643624930,0,0,52,50,380,1,4800,"BAYUQUAN,CN",100,BEI FANG LIU HAO,29260,0,5,北方6号,0,0,05-28 10:59,FC06F4D55F551C4D
412207850,40250657,122059920,99,BTBC3,51100,250,1643596696,1643624810,0,0,52,50,400,1,4800,"BAYUQUAN,CN",100,BEI FANG BA HAO,14810,0,5,北方8号,0,0,12-22 11:37,CA35B94269946BE6
412208250,40325245,122141535,1,BTCW,51100,150,1643620905,1643624479,0,0,52,50,350,1,4300,"BAYUQUAN,CN",100,YING GANG 21,28100,0,5,营港21,0,0,08-06 18:00,9B16386D51B6B321
412208260,40325680,122142049,1,BTCZ,51100,150,1643602263,1643624931,0,0,52,40,400,1,4200,"BAYUQUAN,CN",100,YING GANG 22,34320,0,5,营港22,0,154,01-25 07:00,EFCD91802ECE905B
412208274,22495018,113901178,99,,33600,0,0,1626756916,,0,0,0,0,0,0,,0,,24640,0,3,,0,0,,96A6B730A1B357ED
412208380,40180704,121938139,1,BTAB,51100,140,1643620976,1643624754,0,0,52,20,340,1,4100,"BAYUQUAN,CN",70,YINGGANG24,7190,0,5,营港24,0,0,12-10 10:00,1DC7A71379C0D630
412208440,40643768,121969297,1,BTAC,51100,160,1643512093,1643624778,0,0,52,50,350,1,4300,"PANJIN,CN",100,YING GANG 25,33440,0,0,营港25,0,0,01-05 12:00,9DCC0CB4350FA72B
412208450,40316300,122130210,1,BTAD,0,240,1643621237,1643625033,0,0,52,50,340,1,4700,"BAYUQUAN,CN",100,YING GANG 26,4260,0,5,营港26,0,0,02-24 08:00,553A62A3E8B24855
412208740,40177318,121933513,1,BTAG,10900,180,1643589266,1643624364,0,0,52,60,380,1,5200,"BAYUQUAN,CN",110,XIN BEI FANG WU HAO,27100,0,5,新北方5号,0,0,07-29 18:00,D03FDF94255E048D
412208821,39071354,121945483,99,E3220,19600,130,1634939323,1634939322,0,0,80,50,530,0,3000,"QINHUANGDAO,CN",100,XINJINYUANYOU9,17780,525,5,,0,5710,09-01 17:00,B70910872D61E9E9
412208840,40248994,122049584,99,BSBF,51100,130,1643613146,1643624564,0,0,52,50,380,0,5400,"BAYUQUAN,CN",110,XIN BEI FANG BA HAO,10600,0,5,,0,0,04-24 21:30,A3D88CC27D682485
412208890,40163307,121919917,1,BTAH,26500,210,1643597883,1643624169,0,0,52,60,400,1,5000,"BAYUQUAN,CN",110,BEI FANG JIU HAO,27250,0,5,北方9号,0,0,07-08 17:00,45F0D1E5A688A7FC
412208920,40235459,122048657,1,04,15800,120,1642442670,1643624567,0,0,80,40,440,0,2300,04 B#,80,TAIHANGYOU9,15870,0,0,,0,103,09-16 14:32,44DC2712758DD05E
412209050,40317181,122110501,1,BSBG,7900,180,1643603904,1643624330,0,0,52,60,400,1,5400,"BAYUQUAN,CN",110,XIN BEI FANG JIU HAO,35300,0,5,新北方9号,0,0,11-13 08:57,30688415FE05F462
412209140,40335020,122128825,99,BTAO,51100,230,1643621792,1643624707,0,0,52,50,430,0,5800,,120,XINBEIFANGSHIYIHAO,16700,0,5,,0,0,01-01 00:00,7C0EBDC9294C83C6
412209180,40252785,122046775,1,BSBN,51100,260,1643624287,1643624435,0,0,52,60,430,0,5800,"BAYUQUAN,CN",120,XINBEIFANG SHIER HAO,31250,0,0,,0,206,05-30 06:00,109ED43D6D70C23E
412212565,39212049,119026656,1,K,31600,10,1638678509,1638699746,0,0,30,30,10,0,0,,30,00211,32290,0,0,,0,4167,,7532B151ED782BFA
412213160,18388356,109156811,99,64,0,40,1616202518,1616202464,0,0,200,30,100,0,0,,60,WANGBIAO1316088882,35300,0,0,,0,2624,,D7860E8A2EE7AAB5
412225663,40266952,122118808,1,35178,0,70,1632642020,1633215811,0,0,30,40,200,1,0,,60,LIAOYINGYU35178,0,0,0,辽营渔35178,0,103,,6744C1BE0C7AA6F9
412270560,39170321,118964768,99,BDVS,51100,150,1643600581,1643625050,0,0,52,50,350,1,5000,"JING TANG,CN",100,JINGTANGGANGTUO5HAO,13710,0,0,京唐港拖5,0,2778,06-28 10:00,C1FFCD1C00330240
412271020,38986545,118498935,1,BDWM,51100,230,1643515002,1643624448,0,0,52,50,350,1,8500,W8P,100,CAOGANG1,0,0,5,曹港1,0,360,01-28 21:21,02882D113101FAE4
412271030,38965996,118478246,1,BDWN,51100,200,1643612411,1643625010,0,0,52,50,350,1,4800,"CAOFEIDIAN,CN",100,CAO GANG 2,20880,0,5,曹港2,0,51,01-20 10:00,A7C37A811DC6455A
412271340,39159064,118938117,1,BDWL,51100,200,1643602947,1643624598,0,0,52,50,380,1,4200,M,100,JINGTANGGANGTUO6HAO,26580,0,5,京唐港拖6,0,0,01-31 12:30,0C4E966AB0159FA1
412271440,39169230,118951960,99,BDYH,51100,200,1643624589,1643624195,0,0,52,50,350,0,4500,"JING TANG,CN",100,JINGTANGGANGTUOSAN,2700,0,5,,0,0,01-31 15:00,7F797BBD2F6CE20A
412271830,39089162,118508985,1,BDOL,51100,200,1643195117,1643623984,0,0,52,50,340,1,4000,"CAOFEIDIAN,CN",100,CAO GANG 6,7870,0,5,曹港6,0,0,01-26 12:00,C49C4DF8E41AEDD6
412271840,38918219,118430337,1,BDOM,51100,210,1643579270,1643624938,0,0,52,50,340,1,4200,"CAOFEIDIAN,CN",100,CAOGANG7,31650,0,5,曹港7,0,0,01-31 04:15,F09EFF59874811D3
412271850,38956096,118502293,1,BDON,51100,240,1643603290,1643624921,0,0,52,50,350,1,4600,"CAOFEIDIAN,CN",140,CAO GANG 9,34680,0,5,曹港9,0,0,01-30 15:00,E2B58A9F8D5B13CD
412271930,39256516,119048622,1,BDOI,51100,200,1643574038,1643624327,0,0,0,60,370,1,4500,"JING TANG,CN",110,JINGTANGGANGTUO10HAO,34350,0,5,京唐港拖10,0,0,01-31 09:00,AC0D720FE97C3438
412271940,39187276,118980604,1,BDOJ,51100,200,1643588773,1643624940,0,0,52,50,350,1,4500,"JING TANG,CN",110,JINGTANGGANGTUO11HAO,25430,0,5,京唐港拖11,0,0,01-31 08:00,5FCA9D56A5AB2C85
412272030,38999489,118338669,1,BF5AVX,100,130,1643614988,1643624793,0,0,80,40,530,0,3800,"CAOFEIDIAN,CN",90,QING WU YING JI 01,0,0,0,,0,0,08-25 12:00,A63AF0FCC288EDC1
412272060,39230391,119024827,1,BDNQ7,11900,190,1643547907,1643623606,0,0,52,50,370,1,4500,"JING TANG,CN",100,JING TANG GANG TUO19,27380,0,5,京唐港拖19,0,0,01-30 21:00,F615AB9C441C9D26
412272070,39161016,118955388,1,BDNQ8,34900,190,1643616719,1643624833,0,0,52,50,370,1,4500,"JING TANG,CN",100,JING TANG GANG TUO20,30560,0,5,京唐港拖20,0,0,01-31 18:00,F335A0E9E098DEED
412272080,39247849,119039286,1,BDNQ9,51100,220,1643595860,1643624544,0,0,52,80,410,1,4500,"JING TANG,CN",110,JING TANG GANG TUO21,34740,0,5,京唐港拖21,0,0,01-31 07:00,3146943785C29BE9
412272090,39244312,119035812,99,BDNR2,32100,260,1643573786,1643624676,0,0,52,70,410,1,4600,"JING TANG,CN",110,JING TANG GANG TUO22,1330,0,0,京唐港拖22,0,0,01-31 06:00,56AFA3A81F5102D8
412272190,38242509,117822462,1,P,34600,200,1643532745,1643624860,0,0,80,30,480,1,6500,"HUANGHUA,CN",80,ZHONGYUANYOU 17,34650,305,0,中远油17,0,0,03-27 07:00,1A63AB347064C57D
412272220,38898869,118411511,1,BOTK7,20400,190,1643603692,1643624335,0,0,52,60,350,1,4200,"CAOFEIDIAN,CN",100,CAOGANG25,31890,0,5,曹港25,0,206,01-26 12:00,A7BEC82A2B76D54D
412272230,38995161,118507303,1,BOPE9,3800,230,1643604085,1643625040,0,0,52,60,330,1,4800,"CAOFEIDIAN,CN",120,CAO GANG 26,1300,0,5,曹港26,0,0,01-31 12:00,433150DE42A09D32
412283746,38972506,118318431,99,09001,400,20,1639459307,1639483583,0,0,31,20,280,0,0,,80,007,460,0,0,,0,4784,,4019DA86284CA30B
412284242,39059384,118400130,99,03050,34700,30,1639816169,1640944100,0,0,30,30,150,1,0,,50,JILUANYU03050,34810,-686,0,冀栾渔03050,0,2932,01-01 00:00,D34D5B1B62371921
412285989,39044915,118533305,1,04180,14600,50,1637743768,1640451037,0,0,30,30,140,0,0,,50,JICAOYU04180,14650,0,0,,0,5350,,B178E1DEBE5C2866
